name,happy,fear,angry,sad,surprise,Closeness_Score,Iteration,Emotion,ArtistName,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.030001,4,Happy,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.04,4,Happy,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.04,4,Happy,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.05,4,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.06,4,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.07,4,Happy,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.08,4,Happy,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.09,4,Happy,Taylor Swift,
Maroon,0.21,0.27,0.12,0.27,0.12,0.09,4,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.09,4,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.09,4,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.09,4,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.11,4,Happy,Taylor Swift,
"You're on Your Own, Kid",0.26,0.26,0.14,0.26,0.08,0.14,4,Happy,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.16,4,Happy,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.19,4,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.2,4,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.21,4,Happy,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.28,4,Happy,Taylor Swift,
The Story of Us,0.15,0.33,0.03,0.24,0.24,0.04,5,Happy,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.040001,5,Happy,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.040001,5,Happy,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.040001,5,Happy,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.05,5,Happy,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.05,5,Happy,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.05,5,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.06,5,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.07,5,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.07,5,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.08,5,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.08,5,Happy,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.09,5,Happy,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.1,5,Happy,Taylor Swift,
Maroon,0.21,0.27,0.12,0.27,0.12,0.1,5,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.1,5,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.13,5,Happy,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.17,5,Happy,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.2,5,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.21,5,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.22,5,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.33,5,Happy,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.39,5,Happy,Taylor Swift,
Tim McGraw,0.22,0.48,0.02,0.22,0.07,0,6,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.01,6,Happy,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,6,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.01,6,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.01,6,Happy,Taylor Swift,
The Other Side of the Door,0.21,0.18,0.18,0.11,0.32,0.01,6,Happy,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.01,6,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.01,6,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,6,Happy,Taylor Swift,
You Are in Love,0.24,0.12,0.03,0.35,0.27,0.02,6,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.03,6,Happy,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.03,6,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.03,6,Happy,Taylor Swift,
Last Kiss,0.19,0.17,0.21,0.15,0.28,0.03,6,Happy,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.04,6,Happy,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.04,6,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.04,6,Happy,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.04,6,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,6,Happy,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.04,6,Happy,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.05,6,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.05,6,Happy,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.07,6,Happy,Taylor Swift,
London Boy,0.3,0.13,0,0.25,0.33,0.08,6,Happy,Taylor Swift,
Untouchable,0.32,0.09,0,0.27,0.32,0.1,6,Happy,Taylor Swift,
Enchanted,0.33,0.2,0.06,0.14,0.27,0.11,6,Happy,Taylor Swift,
Sad Beautiful Tragic,0.37,0.11,0.02,0.25,0.26,0.15,6,Happy,Taylor Swift,
Labyrinth,0.42,0.16,0,0.14,0.28,0.2,6,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.22,6,Happy,Taylor Swift,
the last great american dynasty,0.15,0.17,0.02,0.34,0.32,0.04,7,Happy,Taylor Swift,
Bejeweled,0.15,0.34,0,0.32,0.19,0.040001,7,Happy,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.040001,7,Happy,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.05,7,Happy,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.05,7,Happy,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.05,7,Happy,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.06,7,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.06,7,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.08,7,Happy,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.09,7,Happy,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.1,7,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.1,7,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.1,7,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.1,7,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.12,7,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.13,7,Happy,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.15,7,Happy,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.15,7,Happy,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.16,7,Happy,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.16,7,Happy,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.17,7,Happy,Taylor Swift,
London Boy,0.3,0.13,0,0.25,0.33,0.19,7,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.21,7,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.22,7,Happy,Taylor Swift,
Sad Beautiful Tragic,0.37,0.11,0.02,0.25,0.26,0.26,7,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.33,7,Happy,Taylor Swift,
The Lucky One,0.59,0.16,0,0.12,0.12,0.48,7,Happy,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.05,8,Happy,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.050001,8,Happy,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.06,8,Happy,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.07,8,Happy,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.11,8,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.12,8,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.13,8,Happy,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.13,8,Happy,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.15,8,Happy,Taylor Swift,
Iris,0.27,0.27,0.12,0.23,0.12,0.16,8,Happy,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.16,8,Happy,Taylor Swift,
Paris,0.27,0.27,0.12,0.23,0.12,0.16,8,Happy,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.36,8,Happy,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0,9,Happy,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.01,9,Happy,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,9,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.01,9,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.01,9,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.01,9,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.01,9,Happy,Taylor Swift,
betty,0.23,0.26,0.05,0.38,0.08,0.01,9,Happy,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.02,9,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,9,Happy,Taylor Swift,
Wildest Dreams,0.24,0.24,0.36,0.08,0.08,0.02,9,Happy,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.03,9,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.03,9,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.03,9,Happy,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.04,9,Happy,Taylor Swift,
"You're on Your Own, Kid",0.26,0.26,0.14,0.26,0.08,0.04,9,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.04,9,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.04,9,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,9,Happy,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.04,9,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.05,9,Happy,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.05,9,Happy,Taylor Swift,
Dear Reader,0.17,0.09,0.09,0.17,0.49,0.05,9,Happy,Taylor Swift,
cardigan,0.17,0.31,0.08,0.39,0.06,0.05,9,Happy,Taylor Swift,
Delicate,0.17,0.1,0.02,0.63,0.08,0.05,9,Happy,Taylor Swift,
Cold as You,0.17,0.28,0.2,0.23,0.12,0.05,9,Happy,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.06,9,Happy,Taylor Swift,
Snow on the Beach,0.31,0.25,0.06,0.31,0.06,0.09,9,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.1,9,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.11,9,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.22,9,Happy,Taylor Swift,
Mary's Song (Oh My My My),0.5,0.1,0.05,0.2,0.15,0.28,9,Happy,Taylor Swift,
The Lucky One,0.59,0.16,0,0.12,0.12,0.37,9,Happy,Taylor Swift,
"no body, no crime",0.16,0.54,0.03,0.24,0.03,0.03,10,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.04,10,Happy,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.04,10,Happy,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.04,10,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.05,10,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.05,10,Happy,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.05,10,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.06,10,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.06,10,Happy,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.08,10,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.08,10,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.08,10,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.08,10,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.1,10,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.1,10,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.11,10,Happy,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.13,10,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.13,10,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.19,10,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.2,10,Happy,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.27,10,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.31,10,Happy,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.34,10,Happy,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.37,10,Happy,Taylor Swift,
cowboy like me,0.23,0.37,0.05,0.14,0.21,0.01,11,Happy,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.0100001,11,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.0100001,11,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.0100001,11,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.0100001,11,Happy,Taylor Swift,
Tied Together With a Smile,0.23,0.11,0.03,0.4,0.23,0.0100001,11,Happy,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.0100001,11,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.0100001,11,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.0100001,11,Happy,Taylor Swift,
Fifteen,0.24,0.29,0.09,0.15,0.24,0.02,11,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.02,11,Happy,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.02,11,Happy,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.03,11,Happy,Taylor Swift,
...Ready for It?,0.25,0.11,0.07,0.36,0.21,0.03,11,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.03,11,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.03,11,Happy,Taylor Swift,
Super Bass,0.26,0.16,0.32,0.09,0.18,0.04,11,Happy,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.04,11,Happy,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.04,11,Happy,Taylor Swift,
Dreams,0.26,0.13,0,0.29,0.32,0.04,11,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.04,11,Happy,Taylor Swift,
Dress,0.26,0.13,0,0.29,0.32,0.04,11,Happy,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.04,11,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.04,11,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,11,Happy,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.04,11,Happy,Taylor Swift,
Superman,0.26,0.16,0.32,0.09,0.18,0.04,11,Happy,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.05,11,Happy,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.05,11,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.05,11,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.11,11,Happy,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.18,11,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.22,11,Happy,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.25,11,Happy,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.28,11,Happy,Taylor Swift,
Mary's Song (Oh My My My),0.5,0.1,0.05,0.2,0.15,0.28,11,Happy,Taylor Swift,
How Did It End?,0.17,0.21,0.04,0.33,0.25,0.06,12,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.07,12,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.08,12,Happy,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.1,12,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.1,12,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.1,12,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.12,12,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.13,12,Happy,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.15,12,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.15,12,Happy,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.15,12,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.22,12,Happy,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.29,12,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.33,12,Happy,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.36,12,Happy,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.39,12,Happy,Taylor Swift,
champagne problems,0.15,0.44,0.02,0.31,0.08,0.04,13,Happy,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.0400001,13,Happy,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.05,13,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.08,13,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.08,13,Happy,Taylor Swift,
Question...?,0.2,0.34,0.07,0.29,0.1,0.09,13,Happy,Taylor Swift,
I Did Something Bad,0.21,0.21,0.17,0.31,0.1,0.1,13,Happy,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.1,13,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.1,13,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.1,13,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.1,13,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.12,13,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.12,13,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.13,13,Happy,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.15,13,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.15,13,Happy,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.17,13,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.21,13,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.22,13,Happy,Taylor Swift,
You Need to Calm Down,0.4,0.07,0.1,0.27,0.17,0.29,13,Happy,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.33,13,Happy,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.39,13,Happy,Taylor Swift,
Bejeweled,0.15,0.34,0,0.32,0.19,0.01,14,Happy,Taylor Swift,
Beautiful Eyes,0.16,0.41,0,0.31,0.12,0.02,14,Happy,Taylor Swift,
Death by a Thousand Cuts,0.17,0.44,0.02,0.32,0.05,0.03,14,Happy,Taylor Swift,
State of Grace,0.17,0.28,0.05,0.33,0.17,0.03,14,Happy,Taylor Swift,
Why She Disappeared,0.17,0.28,0.14,0.25,0.17,0.03,14,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,14,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.04,14,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.05,14,Happy,Taylor Swift,
'tis the damn season,0.19,0.19,0.03,0.42,0.16,0.05,14,Happy,Taylor Swift,
The Great War,0.21,0.21,0.05,0.34,0.18,0.07,14,Happy,Taylor Swift,
The Best Day,0.21,0.21,0.05,0.34,0.18,0.07,14,Happy,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.07,14,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.09,14,Happy,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.09,14,Happy,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.1,14,Happy,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.12,14,Happy,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.13,14,Happy,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.13,14,Happy,Taylor Swift,
Dancing With Our Hands Tied,0.28,0.2,0.08,0.32,0.12,0.14,14,Happy,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.18,14,Happy,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.19,14,Happy,Taylor Swift,
Sad Beautiful Tragic,0.37,0.11,0.02,0.25,0.26,0.23,14,Happy,Taylor Swift,
Starlight,0.15,0.24,0.13,0.35,0.13,0.01,15,Happy,Taylor Swift,
Blank Space,0.17,0.29,0.05,0.18,0.31,0.03,15,Happy,Taylor Swift,
Dear Reader,0.17,0.09,0.09,0.17,0.49,0.03,15,Happy,Taylor Swift,
The Smallest Man Who Ever Lived,0.18,0.32,0.11,0.18,0.21,0.04,15,Happy,Taylor Swift,
Innocent,0.18,0.18,0.09,0.33,0.22,0.04,15,Happy,Taylor Swift,
Call It What You Want,0.18,0.42,0.06,0.24,0.09,0.04,15,Happy,Taylor Swift,
the 1,0.19,0.29,0.13,0.16,0.23,0.05,15,Happy,Taylor Swift,
Last Kiss,0.19,0.17,0.21,0.15,0.28,0.05,15,Happy,Taylor Swift,
coney island,0.19,0.23,0.07,0.35,0.16,0.05,15,Happy,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.09,15,Happy,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.09,15,Happy,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.12,15,Happy,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.12,15,Happy,Taylor Swift,
Enchanted,0.33,0.2,0.06,0.14,0.27,0.19,15,Happy,Taylor Swift,
Labyrinth,0.42,0.16,0,0.14,0.28,0.28,15,Happy,Taylor Swift,
Tim McGraw,0.22,0.48,0.02,0.22,0.07,0,1,Sad,Taylor Swift,
The Way I Loved You,0.47,0.07,0.03,0.22,0.21,0.00001,1,Sad,Taylor Swift,
You Belong With Me,0.44,0.18,0.04,0.22,0.11,0.00001,1,Sad,Taylor Swift,
Fresh Out the Slammer,0.26,0.37,0.04,0.22,0.11,0.00001,1,Sad,Taylor Swift,
Vigilante Shit,0.23,0.23,0.06,0.23,0.26,0.01,1,Sad,Taylor Swift,
Begin Again,0.21,0.15,0.03,0.23,0.38,0.01,1,Sad,Taylor Swift,
Back to December,0.26,0.21,0.02,0.23,0.28,0.01,1,Sad,Taylor Swift,
Love Story,0.26,0.15,0.15,0.24,0.21,0.02,1,Sad,Taylor Swift,
Mary's Song (Oh My My My),0.5,0.1,0.05,0.2,0.15,0.02,1,Sad,Taylor Swift,
My Boy Only Breaks His Favorite Toys,0.27,0.3,0,0.24,0.19,0.02,1,Sad,Taylor Swift,
tolerate it,0.23,0.14,0.14,0.19,0.3,0.03,1,Sad,Taylor Swift,
ME!,0.19,0.03,0.04,0.19,0.55,0.03,1,Sad,Taylor Swift,
Down Bad,0.5,0.15,0.1,0.25,0,0.03,1,Sad,Taylor Swift,
gold rush,0.26,0.19,0.08,0.19,0.28,0.03,1,Sad,Taylor Swift,
the lakes,0.16,0.32,0.06,0.26,0.19,0.04,1,Sad,Taylor Swift,
Cruel Summer,0.24,0.18,0.03,0.26,0.29,0.04,1,Sad,Taylor Swift,
22,0.22,0.36,0.06,0.17,0.19,0.05,1,Sad,Taylor Swift,
Teardrops on My Guitar,0.27,0.3,0,0.27,0.17,0.05,1,Sad,Taylor Swift,
Karma,0.23,0.27,0.05,0.27,0.18,0.05,1,Sad,Taylor Swift,
Invisible,0.32,0.24,0,0.28,0.16,0.06,1,Sad,Taylor Swift,
I Think He Knows,0.33,0.2,0.02,0.29,0.16,0.07,1,Sad,Taylor Swift,
Ours,0.21,0.24,0.08,0.3,0.17,0.08,1,Sad,Taylor Swift,
cowboy like me,0.23,0.37,0.05,0.14,0.21,0.08,1,Sad,Taylor Swift,
Lover,0.24,0.28,0.03,0.31,0.14,0.09,1,Sad,Taylor Swift,
